Date,Open,High,Low,Close,Volume
2000-01-03,9.280894336038195,9.280894336038195,8.837186124078807,8.89264965057373,672453
2000-01-04,8.744747939734474,8.911138534545898,8.744747939734474,8.911138534545898,659410
2000-01-05,8.966607053887723,9.299388428622546,8.966607053887723,9.188461303710938,444385
2000-01-06,9.169967785226689,9.280894844291275,9.077528790319455,9.151479721069336,338988
2000-01-07,9.169965886830015,9.243917465209961,9.132990429109856,9.243917465209961,666578
2000-01-10,9.447282785421153,9.502746299410584,9.262404184476527,9.2993803024292,743540
2000-01-11,9.262404184476527,9.2993803024292,9.169965215474003,9.2993803024292,422648
2000-01-12,9.262408371328334,9.447287055842981,9.243920966934784,9.336359977722168,1200498
2000-01-13,9.373334920414498,9.391822986704453,9.225432378914386,9.317872047424316,377645
2000-01-14,9.33636139828245,9.391824945781831,9.16997075578431,9.225434303283691,481633
2000-01-18,9.225428984166422,9.262404440200363,9.022062981570347,9.114501953125,295160
2000-01-19,9.169965628933515,9.50274672787468,9.132990172253255,9.42879581451416,683263
2000-01-20,9.465777573812362,10.075876661428014,9.428802092512642,10.02041244506836,1158315
2000-01-21,10.279237127053896,11.09270190705357,10.020406912055153,11.000262260437012,1446778
2000-01-24,11.536403714927806,12.220452346515078,11.0557203372957,11.111183166503906,2141555
2000-01-25,11.129682660920366,11.24060975265512,10.427143971306958,10.57504653930664,908745
2000-01-26,10.593527666695387,10.612015724182129,10.464112590167247,10.612015724182129,520878
2000-01-27,10.575046512309878,10.575046512309878,10.20528976178463,10.353192329406738,1132230
2000-01-28,10.205288908006807,10.260752449092493,9.835532188415527,9.835532188415527,463303
2000-01-31,9.946456590351582,10.35318867341941,9.87250500118483,10.279237747192383,1064550
2000-02-01,10.316213210305897,10.445627662673058,10.260749684165763,10.279237747192383,748475
2000-02-02,10.186798948181288,10.223774411985334,9.946456776105649,9.964944839477539,453550
2000-02-03,9.964947207700975,10.223776841721026,9.964947207700975,10.13133716583252,732730
2000-02-04,10.14982536692112,10.16831343492965,9.798556052398467,9.835532188415527,642255
2000-02-07,9.835529192771679,9.835529192771679,9.650650557815263,9.761577606201172,438040
2000-02-08,9.817041130394127,9.835529192771679,9.743090206763322,9.761577606201172,682205
2000-02-09,9.761580813623054,9.872507898456949,9.576702117919922,9.576702117919922,613115
2000-02-10,9.650654738258163,9.669142808644324,9.428801208324172,9.521240234375,778438
2000-02-11,9.521236131277657,9.669138641809628,9.521236131277657,9.613675117492676,384460
2000-02-14,9.68762248638414,9.872501053912083,9.595183534089895,9.669135093688965,599015
2000-02-15,9.706114082008218,9.835529192771679,9.650650557815263,9.761577606201172,608180
2000-02-16,9.780069429565966,9.835532975087776,9.613678793000537,9.632166862487793,443915
2000-02-17,9.761577628024645,9.817041152341597,9.576698992654906,9.613675117492676,558595
2000-02-18,9.613669754082368,9.632157806186877,9.4657673260643,9.502742767333984,385400
2000-02-22,9.57669777303727,9.613673893166034,9.373331764087546,9.410307884216309,381640
2000-02-23,9.33636173260202,9.3548498034105,9.096020126791792,9.13299560546875,354968
2000-02-24,9.188455346193232,9.225430809543273,8.818698060933924,8.89264965057373,728618
2000-02-25,8.892653845815747,8.929629326609522,8.615336082512341,8.707775115966797,530043
2000-02-28,8.689281071128265,8.929622507151654,8.615329503076703,8.80020809173584,881955
2000-02-29,8.80020917251128,8.966599723857477,8.726257595377543,8.9296236038208,514533
2000-03-01,8.874161034598437,8.985088072391154,8.633818898401005,8.689282417297363,424763
2000-03-02,8.80020945509008,8.80020945509008,8.633818898401005,8.689282417297363,714988
2000-03-03,8.652307357914948,8.763234400821792,8.61533123498622,8.726258277893066,583505
2000-03-06,9.169966154595365,9.169966154595365,8.763234118978053,8.818696975708008,1341968
2000-03-07,8.818696852762441,9.003575470063515,8.689282417297363,8.689282417297363,978893
2000-03-08,8.670793676320026,8.8741596597874,8.615329503076703,8.80020809173584,672218
2000-03-09,8.800209044934931,8.948111534118652,8.781720985184613,8.948111534118652,1032708
2000-03-10,9.022064344000801,9.225430377307374,8.985088882383161,9.096015930175781,991230
2000-03-13,8.874162223245735,9.188455318109792,8.855674160157358,9.040552139282227,1053623
2000-03-14,9.040554541548648,9.15148162367513,8.800212972234538,8.874164581298828,1288153
2000-03-15,8.892647645526852,9.447282785421153,8.874160249490094,9.2993803024292,1263360
2000-03-16,9.191117427020915,9.71739855851632,9.172322129668636,9.58582878112793,2837273
2000-03-17,9.416668501339064,9.510647705123269,9.078344985269768,9.153528213500977,681735
2000-03-20,9.20991705678433,9.303895602818399,9.134734489549427,9.228713035583496,533685
2000-03-21,9.303890698104869,9.303890698104869,8.890384774357354,9.040750503540039,467415
2000-03-22,9.021957644931108,9.021957644931108,8.552063687621224,8.796408653259277,866445
2000-03-23,8.852794057169357,9.097138990513626,8.852794057169357,8.98436450958252,809928
2000-03-24,8.965568827160155,9.003160771336274,8.815203746378236,8.946773529052734,636733
2000-03-27,9.003160771336274,9.153526526098831,8.946773529052734,8.946773529052734,410780
