Date,Open,High,Low,Close,Volume
2000-01-03,17.99908845479833,18.282092990251133,17.631182558709682,17.730234146118164,13458200
2000-01-04,17.51797509251619,17.701927981209813,17.319871981615357,17.390623092651367,14510800
2000-01-05,17.65948458071108,18.50849826247604,17.617033896622832,18.338695526123047,17485000
2000-01-06,18.253786488656864,19.428254921647966,18.154734934067253,19.286752700805664,19461600
2000-01-07,19.456557617019083,19.527308735626423,19.01790068165356,19.230154037475586,16603800
2000-01-10,19.060353380174778,19.159404956760692,18.91885112790919,18.961301803588867,8545400
2000-01-11,18.96130147434416,19.300906873884653,18.933001024382456,19.017902374267578,8722600
2000-01-12,18.848098429377206,19.10280246220663,18.749046861054655,18.904699325561523,10314200
2000-01-13,18.904694529981967,19.4707033482449,18.81979320724253,19.343351364135742,12056000
2000-01-14,19.357508109932514,19.357508109932514,18.791499100870162,18.961301803588867,11268800
2000-01-18,18.734900634900658,19.357510625788596,18.649999272506847,19.187707901000977,11929400
2000-01-19,19.07451486413369,19.44242093718078,18.947162761925085,19.37166976928711,13088800
2000-01-20,19.286758523988045,19.300908750344604,18.720749469725742,18.947153091430664,9613400
2000-01-21,19.0179048426011,19.28675915213192,18.862252347609576,19.244308471679688,14343600
2000-01-24,19.343361083407075,19.541464269338093,18.79150220831353,19.074506759643555,12459400
2000-01-25,19.01791039222235,19.499018244406546,18.97545969938257,19.032060623168945,11921600
2000-01-26,19.032051341976235,19.145253134344866,18.720746412962495,18.904699325561523,9298000
2000-01-27,18.862253963211437,18.862253963211437,18.055690965534726,18.338695526123047,10548400
2000-01-28,18.112289984895007,18.338693609706194,17.857585906982422,17.857585906982422,10361000
2000-01-31,17.800987145839596,18.918855178050507,17.63118440676958,18.763202667236328,14612200
2000-02-01,18.86224667314835,18.89054711826935,18.423589773772804,18.833946228027344,10665400
2000-02-02,18.848104182505768,19.216010120002124,18.848104182505768,18.97545623779297,11562800
2000-02-03,18.89055927895993,19.017911363986627,18.126446768799756,18.650005340576172,11610800
2000-02-04,18.904701869675698,18.904701869675698,18.126439442406113,18.310392379760742,11436200
2000-02-07,17.999092267393696,18.39529870095268,17.999092267393696,18.28209686279297,7101200
2000-02-08,18.338686184192213,18.536789275688115,17.81512801381018,17.871728897094727,9372000
2000-02-09,17.473884676323564,17.601950606361765,17.303130102939292,17.360048294067383,12408200
2000-02-10,17.360039260084978,17.68731868875871,17.146596154428195,17.274662017822266,13475600
2000-02-11,17.303127127452147,17.459652126137982,16.54896122469313,16.81932258605957,12465800
2000-02-14,16.96161325350221,17.516565364984245,16.94738371218216,17.402729034423828,9753600
2000-02-15,17.701543088030682,18.341872219028577,17.630395406808695,18.057281494140625,10783600
2000-02-16,17.986133575439453,18.29918336868286,17.843838214874268,18.21380615234375,10264200
2000-02-17,17.986138896421675,17.986138896421675,17.60194130923545,17.73000717163086,11678400
2000-02-18,17.601943966547648,17.616173508961996,17.075450897216797,17.075450897216797,13800600
2000-02-22,17.360038567695522,17.516563505600974,16.9616114530271,17.1750545501709,10854800
2000-02-23,16.8762283421042,17.26042578328195,16.648555784369236,16.99006462097168,8881600
2000-02-24,16.548956383963,16.71971087803656,16.278595101679855,16.577415466308594,10786400
2000-02-25,16.52050036931101,16.933157139948406,15.937089072892618,16.178991317749023,11800600
2000-02-28,16.164760330096396,17.146598765639222,15.908628564302614,16.73394203186035,11875200
2000-02-29,16.733940219483436,17.217744613584145,16.605874350456777,17.146596908569336,10469200
2000-03-01,17.160823555588234,17.36003709603453,16.662789704472488,17.31734848022461,9884600
2000-03-02,17.303130905349533,17.687328713280813,17.20352406625624,17.530803680419922,9802200
2000-03-03,17.41695960349627,17.41695960349627,16.90469608574638,17.231975555419922,10207800
2000-03-06,16.847777221993493,17.075449887155568,16.392431891669347,16.60587501525879,10497400
2000-03-07,16.420884609222412,18.441478729248047,16.392425537109375,18.21380615234375,22811600
2000-03-08,17.644630743532765,18.669157689931442,17.644630743532765,18.128435134887695,19981400
2000-03-09,17.75845984256629,18.34187078290701,17.630394026393937,18.313411712646484,10906200
2000-03-10,18.213823608646045,18.256512257728808,17.374280176685016,17.537919998168945,9430000
2000-03-13,17.416957421593455,17.74423685026719,16.933153048771413,17.274662017822266,9467400
2000-03-14,17.103905122256975,17.75846388733503,16.99006881528688,17.587709426879883,9047600
2000-03-15,17.57348365722362,17.75846769572071,17.004302000309494,17.701549530029297,11879800
2000-03-16,17.75846752776621,18.199583307702714,17.27466312396489,18.15689468383789,11600800
2000-03-17,18.057287630424312,18.14266487690386,17.530794610467105,17.559253692626953,14929200
2000-03-20,17.345815612398127,17.60194742619892,16.91892925606347,17.046995162963867,10685600
2000-03-21,17.246212711581936,17.701558261722713,17.21775361469814,17.530803680419922,10880600
2000-03-22,17.530795036105935,17.530795036105935,16.9473838376641,17.061220169067383,14253200
